,Source,Destination,num_packets,avg_packet_length,max_packet_length,min_packet_length,time_gaps,max_time_gaps,min_time_gaps
349,VMware_b2:a6:a8,Broadcast,2,60.0,60,60,0.003,0.003,0.003
350,VMware_b2:aa:f3,Broadcast,1,60.0,60,60,,,
351,VMware_b2:ac:dd,Broadcast,7,60.0,60,60,1.749,4.262,0.734
352,VMware_b2:ac:fc,Broadcast,3,60.0,60,60,66.71,83.011,50.409
353,VMware_b2:ad:17,Broadcast,111,60.0,60,60,1.295,43.978,0.002
354,VMware_b2:b5:12,Broadcast,16,60.0,60,60,3.499,31.323,0.657
355,VMware_b2:b8:aa,Broadcast,83,60.0,60,60,2.371,14.26,0.0
356,VMware_b2:b8:aa,Dell_0b:49:a0,6,60.0,60,60,35.1,61.496,6.712
357,VMware_b2:b8:dd,Broadcast,64,60.0,60,60,3.191,34.383,0.017
358,VMware_b2:c5:96,Broadcast,1,60.0,60,60,,,
359,VMware_b2:ca:2b,Broadcast,2,60.0,60,60,90.875,90.875,90.875
360,VMware_b2:e8:a5,Broadcast,7,60.0,60,60,1.75,4.401,0.601
361,VMware_b2:f9:91,Broadcast,54,60.0,60,60,2.378,12.481,0.18
362,VMware_b2:fd:b9,Broadcast,40,60.0,60,60,5.165,23.965,0.125
363,VMware_b2:fe:78,Broadcast,5,60.0,60,60,42.276,65.69,10.654
364,VMware_b7:0a:49,Broadcast,22,60.0,60,60,2.476,12.181,0.803
365,VMware_b7:43:12,Broadcast,2,60.0,60,60,28.877,28.877,28.877
366,VMware_ba:5d:51,Broadcast,29,60.0,60,60,6.108,53.083,0.593
367,fe80::1c14:a35e:de14:bea2,ff02::1:2,6,169.0,169,169,3.205,8.003,1.004
368,fe80::412d:5a48:e015:85fc,ff02::1:2,8,169.0,169,169,9.147,32.012,0.998
369,fe80::412d:5a48:e015:85fc,ff02::1:3,2,106.0,106,106,0.413,0.413,0.413
370,fe80::5ce5:5cb5:d7cc:7e68,ff02::1:3,8,86.0,86,86,20.18,63.633,0.107
371,fe80::75fc:9b76:9892:3cc5,ff02::1:2,8,171.0,171,171,9.145,32.0,0.997
372,fe80::78b2:8d4b:efa3:f96d,ff02::1:2,8,169.0,169,169,9.149,32.001,0.996
373,fe80::84e2:3fe1:51c8:80d3,ff02::1:2,7,171.0,171,171,10.509,32.009,1.006
374,fe80::84e2:3fe1:51c8:80d3,ff02::1:3,16,86.0,86,86,7.629,63.088,0.0
375,fe80::92a4:5178:a369:d18a,ff02::fb,10,218.0,218,218,20.024,20.217,19.879
376,fe80::9618:82ff:fe7e:11de,ff02::1:2,2,129.0,129,129,124.936,124.936,124.936
377,fe80::b8b5:c20f:6c6c:f1ae,ff02::1:2,8,171.0,171,171,9.148,32.007,0.996
378,fe80::cba:3d90:4d58:f0e9,ff02::1:3,26,90.0,90,90,7.507,21.876,0.38
379,fe80::e98a:cef:7af:7092,ff02::1:2,1,173.0,173,173,,,
380,fe80::ea39:35ff:fe20:69de,ff02::1:2,2,129.0,129,129,127.652,127.652,127.652
381,fe80::f6b8:3384:d217:4a70,ff02::fb,10,179.0,179,179,20.024,20.217,19.879
382,fe80::f89f:e181:2676:83ba,ff02::1:2,1,170.0,170,170,,,
