MarkersValid,TrolleyPos,Hoistpos,NoOfMarkers,m1,m2,m3,m4,m5,m6
True,76.303,16.571,20,"(107595,6105)","(127028,6319)","(87081,7896)","(113242,10494)","(116809,11023)","(100650,11309)"
True,76.303,16.571,20,"(107595,6105)","(127028,6319)","(87081,7896)","(113242,10494)","(116809,11023)","(100650,11309)"
True,76.306,16.571,13,"(129262,3187)","(87016,8179)","(111831,8780)","(120531,13198)","(129340,31116)","(115953,57753)"
False,76.307,16.571,21,"(124970,445)","(127352,3243)","(104319,9826)","(121546,13136)","(95442,15442)","(129982,27605)"
False,76.307,16.571,21,"(124970,445)","(127352,3243)","(104319,9826)","(121546,13136)","(95442,15442)","(129982,27605)"
True,76.31,16.571,13,"(123049,4505)","(99080,9904)","(115411,18494)","(107541,25471)","(122788,27733)","(115495,30607)"
True,76.312,16.571,12,"(111896,848)","(31931,10736)","(97809,14757)","(113757,15911)","(128865,15989)","(129841,23552)"
True,76.312,16.571,12,"(111896,848)","(31931,10736)","(97809,14757)","(113757,15911)","(128865,15989)","(129841,23552)"
True,76.314,16.571,10,"(110830,1943)","(127028,5937)","(41521,27830)","(92329,30078)","(96209,34045)","(96244,38594)"
True,76.314,16.571,12,"(124365,13451)","(69104,20152)","(102472,24781)","(126689,28724)","(100131,34773)","(3060,35468)"
True,76.314,16.571,12,"(124365,13451)","(69104,20152)","(102472,24781)","(126689,28724)","(100131,34773)","(3060,35468)"
True,76.315,16.571,20,"(98461,1984)","(124726,4726)","(97092,7912)","(125252,12799)","(124169,15029)","(115485,16646)"
True,76.314,16.571,13,"(123790,12719)","(123850,14667)","(102962,20034)","(116272,20189)","(127599,25549)","(122680,25637)"
True,76.314,16.571,13,"(123790,12719)","(123850,14667)","(102962,20034)","(116272,20189)","(127599,25549)","(122680,25637)"
True,76.314,16.571,13,"(110178,1598)","(129953,1876)","(122936,14294)","(124677,23358)","(115423,23988)","(97948,27088)"
True,76.314,16.571,17,"(102831,1825)","(85731,5606)","(76382,7254)","(128704,11187)","(87143,12992)","(118095,14150)"
True,76.314,16.571,17,"(102831,1825)","(85731,5606)","(76382,7254)","(128704,11187)","(87143,12992)","(118095,14150)"
True,76.313,16.571,12,"(125843,6969)","(114362,13700)","(114935,15982)","(95072,16975)","(103227,22444)","(115285,24003)"
True,76.31,16.571,13,"(109971,3073)","(78542,3362)","(64373,5801)","(121270,7248)","(95192,12209)","(126916,30812)"
True,76.31,16.571,13,"(109971,3073)","(78542,3362)","(64373,5801)","(121270,7248)","(95192,12209)","(126916,30812)"
True,76.309,16.571,21,"(117511,3984)","(94422,7596)","(95320,7612)","(96371,8401)","(41833,10006)","(104872,19433)"
True,76.306,16.571,18,"(45649,1020)","(100193,5637)","(57867,5697)","(124215,7460)","(126686,8081)","(120190,9041)"
True,76.306,16.571,18,"(45649,1020)","(100193,5637)","(57867,5697)","(124215,7460)","(126686,8081)","(120190,9041)"
True,76.304,16.571,17,"(117116,11956)","(122768,12622)","(63643,14432)","(99407,18142)","(111603,18276)","(116391,21371)"
True,76.304,16.571,16,"(112191,451)","(49232,6951)","(129287,7916)","(121374,14613)","(81229,19721)","(123682,26014)"
True,76.304,16.571,16,"(112191,451)","(49232,6951)","(129287,7916)","(121374,14613)","(81229,19721)","(123682,26014)"
True,76.301,16.571,11,"(129503,1010)","(104589,4816)","(107203,5649)","(121655,9707)","(99116,10118)","(47703,28646)"
False,76.299,16.571,13,"(113505,4131)","(119575,10597)","(125001,16108)","(65029,16188)","(122278,16869)","(106514,29541)"
False,76.299,16.571,13,"(113505,4131)","(119575,10597)","(125001,16108)","(65029,16188)","(122278,16869)","(106514,29541)"
True,76.299,16.571,18,"(121458,3082)","(119876,10160)","(118079,18687)","(103989,21974)","(111161,21899)","(116434,22203)"
True,76.299,16.571,12,"(96812,1738)","(53720,5318)","(125035,8292)","(111335,16290)","(113686,19447)","(113155,21049)"
True,76.299,16.571,12,"(96812,1738)","(53720,5318)","(125035,8292)","(111335,16290)","(113686,19447)","(113155,21049)"
True,76.299,16.571,13,"(90364,7696)","(112032,8530)","(66069,31623)","(121989,36374)","(128506,36728)","(126152,48883)"
False,76.3,16.571,12,"(91985,9484)","(56665,27422)","(108337,29189)","(62696,30651)","(121762,36298)","(125007,43451)"
False,76.3,16.571,12,"(91985,9484)","(56665,27422)","(108337,29189)","(62696,30651)","(121762,36298)","(125007,43451)"
True,76.3,16.571,12,"(129549,1099)","(106607,9402)","(106557,20231)","(116900,20745)","(90811,21368)","(114461,27897)"
True,76.302,16.571,13,"(119398,8212)","(123628,9723)","(106913,10153)","(110827,25070)","(125901,27177)","(105334,32706)"
True,76.302,16.571,13,"(119398,8212)","(123628,9723)","(106913,10153)","(110827,25070)","(125901,27177)","(105334,32706)"
True,76.302,16.571,13,"(112133,4865)","(109009,5578)","(97251,11631)","(46763,13736)","(43199,14274)","(113428,14766)"
False,76.305,16.571,18,"(113995,2141)","(96256,6410)","(120396,9262)","(114505,13786)","(116142,14767)","(126535,24930)"
False,76.305,16.571,18,"(113995,2141)","(96256,6410)","(120396,9262)","(114505,13786)","(116142,14767)","(126535,24930)"
True,76.307,16.571,15,"(119184,4536)","(117715,4878)","(83358,5264)","(92593,10886)","(107957,24546)","(107638,26074)"
True,76.309,16.571,14,"(115678,2579)","(95466,5177)","(110959,17691)","(117637,19012)","(104771,29245)","(67151,40177)"
True,76.309,16.571,14,"(115678,2579)","(95466,5177)","(110959,17691)","(117637,19012)","(104771,29245)","(67151,40177)"
False,76.311,16.571,20,"(79145,3762)","(44252,4527)","(104167,4701)","(121871,7010)","(83201,10144)","(88133,12163)"
True,76.312,16.571,15,"(119748,11941)","(112347,20383)","(117838,21456)","(116914,23801)","(110193,34713)","(50303,39998)"
True,76.312,16.571,15,"(119748,11941)","(112347,20383)","(117838,21456)","(116914,23801)","(110193,34713)","(50303,39998)"
True,76.315,16.571,17,"(109181,5968)","(112460,6481)","(111087,6712)","(115663,7780)","(90883,8693)","(98800,9514)"
True,76.314,16.571,18,"(115839,1745)","(52950,5085)","(116473,8877)","(41155,9923)","(101932,11103)","(105387,12800)"
True,76.314,16.571,18,"(115839,1745)","(52950,5085)","(116473,8877)","(41155,9923)","(101932,11103)","(105387,12800)"
True,76.314,16.571,13,"(93179,2606)","(128513,6002)","(92708,25152)","(106604,28508)","(123939,32491)","(101238,35426)"
True,76.315,16.571,11,"(93585,13689)","(98338,18717)","(116887,22023)","(86833,29849)","(55828,34020)","(121368,38173)"
True,76.315,16.571,11,"(93585,13689)","(98338,18717)","(116887,22023)","(86833,29849)","(55828,34020)","(121368,38173)"
True,76.313,16.571,19,"(96805,2617)","(100809,3514)","(97451,3755)","(95577,13629)","(119753,14143)","(129452,17746)"
False,76.313,16.571,21,"(103666,4578)","(89335,5482)","(114470,9593)","(67605,11598)","(117253,13380)","(126255,14489)"
False,76.313,16.571,21,"(103666,4578)","(89335,5482)","(114470,9593)","(67605,11598)","(117253,13380)","(126255,14489)"
False,76.311,16.571,25,"(107725,486)","(81438,1412)","(77893,1630)","(91803,3678)","(120170,4147)","(124974,7143)"
True,76.31,16.571,10,"(95330,523)","(114723,15617)","(124060,22040)","(108587,26601)","(22204,38717)","(101268,61715)"
True,76.31,16.571,10,"(95330,523)","(114723,15617)","(124060,22040)","(108587,26601)","(22204,38717)","(101268,61715)"
True,76.308,16.571,16,"(126299,13965)","(98638,14864)","(118503,25549)","(118662,26280)","(106578,32109)","(125108,35342)"
True,76.305,16.571,18,"(121760,431)","(121864,6645)","(126834,9344)","(119327,10910)","(127316,11676)","(128440,14704)"
True,76.305,16.571,18,"(121760,431)","(121864,6645)","(126834,9344)","(119327,10910)","(127316,11676)","(128440,14704)"
False,76.305,16.571,18,"(99837,1353)","(100645,3241)","(85501,3946)","(122684,4181)","(108911,4576)","(101363,6682)"
True,76.302,16.571,15,"(96946,5816)","(92138,8777)","(98946,11478)","(108883,11950)","(106733,15541)","(48987,17578)"
True,76.302,16.571,15,"(96946,5816)","(92138,8777)","(98946,11478)","(108883,11950)","(106733,15541)","(48987,17578)"
True,76.3,16.571,24,"(109469,5355)","(126978,6413)","(92078,12527)","(122990,15835)","(109140,18313)","(114791,18974)"
True,76.3,16.571,18,"(112396,3996)","(103184,4593)","(79411,7258)","(46865,15152)","(108508,15840)","(120831,18442)"
True,76.3,16.571,18,"(112396,3996)","(103184,4593)","(79411,7258)","(46865,15152)","(108508,15840)","(120831,18442)"
True,76.298,16.571,12,"(100588,5570)","(117363,11035)","(120665,14263)","(84044,17336)","(116115,42368)","(104805,52118)"
False,76.299,16.571,14,"(104957,7392)","(129565,9805)","(109584,11072)","(111610,17529)","(116753,24043)","(75999,30099)"
False,76.299,16.571,14,"(104957,7392)","(129565,9805)","(109584,11072)","(111610,17529)","(116753,24043)","(75999,30099)"
False,76.299,16.571,18,"(60576,6435)","(123918,9354)","(108342,13039)","(101065,14522)","(44962,17964)","(93843,19847)"
False,76.301,16.571,11,"(113292,857)","(103755,4334)","(117769,7488)","(124781,7670)","(96571,20806)","(113969,26671)"
False,76.301,16.571,11,"(113292,857)","(103755,4334)","(117769,7488)","(124781,7670)","(96571,20806)","(113969,26671)"
False,76.302,16.571,17,"(129603,807)","(89256,6041)","(105875,10618)","(104379,11953)","(118456,15605)","(120531,15601)"
True,76.303,16.571,14,"(125914,11424)","(111058,16314)","(89743,23455)","(130024,26252)","(89914,26720)","(113102,30763)"
True,76.303,16.571,14,"(125914,11424)","(111058,16314)","(89743,23455)","(130024,26252)","(89914,26720)","(113102,30763)"
True,76.305,16.571,21,"(85893,3411)","(112969,4132)","(95615,7986)","(97505,9210)","(77404,12533)","(126682,13549)"
True,76.307,16.571,19,"(122169,2225)","(51828,3163)","(103496,4123)","(105554,4748)","(99837,5277)","(76686,7073)"
True,76.307,16.571,19,"(122169,2225)","(51828,3163)","(103496,4123)","(105554,4748)","(99837,5277)","(76686,7073)"
False,76.31,16.571,19,"(98518,5328)","(91016,11811)","(111403,12024)","(95613,16044)","(104441,17443)","(104799,19113)"
True,76.312,16.571,12,"(124145,633)","(85726,929)","(105142,1538)","(120339,9334)","(115243,11343)","(86719,13418)"
True,76.312,16.571,12,"(124145,633)","(85726,929)","(105142,1538)","(120339,9334)","(115243,11343)","(86719,13418)"
True,76.314,16.571,16,"(88691,5297)","(74786,6193)","(119559,9727)","(104986,20411)","(126449,21439)","(98739,21980)"
False,76.313,16.571,19,"(114909,2016)","(100228,2568)","(107718,9644)","(124115,11687)","(110079,18004)","(89403,18174)"
False,76.313,16.571,19,"(114909,2016)","(100228,2568)","(107718,9644)","(124115,11687)","(110079,18004)","(89403,18174)"
False,76.314,16.571,8,"(106592,1178)","(118503,5686)","(129002,27658)","(118361,36484)","(84843,62072)","(85529,65476)"
False,76.314,16.571,8,"(106592,1178)","(118503,5686)","(129002,27658)","(118361,36484)","(84843,62072)","(85529,65476)"
False,76.314,16.571,8,"(106592,1178)","(118503,5686)","(129002,27658)","(118361,36484)","(84843,62072)","(85529,65476)"
True,76.313,16.571,19,"(114315,7494)","(107988,9266)","(12839,12453)","(92421,15976)","(104262,18497)","(116267,20784)"
True,76.313,16.571,17,"(125222,939)","(87652,3529)","(105922,4978)","(89285,8536)","(118166,13534)","(97497,18953)"
True,76.313,16.571,17,"(125222,939)","(87652,3529)","(105922,4978)","(89285,8536)","(118166,13534)","(97497,18953)"
False,76.313,16.571,14,"(99429,3652)","(97305,6206)","(87500,8372)","(118607,13191)","(115041,20190)","(82165,20433)"
True,76.31,16.571,16,"(55695,1916)","(95773,13361)","(128399,14143)","(100701,17076)","(95555,24905)","(125418,26129)"
True,76.31,16.571,16,"(55695,1916)","(95773,13361)","(128399,14143)","(100701,17076)","(95555,24905)","(125418,26129)"
True,76.311,16.571,17,"(36842,847)","(112159,3079)","(127502,3139)","(113071,10613)","(119249,13408)","(111761,20106)"
True,76.308,16.571,21,"(105256,702)","(78346,2444)","(86741,5380)","(92856,8368)","(117698,9842)","(105192,11807)"
True,76.308,16.571,21,"(105256,702)","(78346,2444)","(86741,5380)","(92856,8368)","(117698,9842)","(105192,11807)"
True,76.306,16.571,15,"(92127,1770)","(122642,2537)","(94282,3268)","(108903,6831)","(126070,6820)","(92825,8116)"
False,76.305,16.571,15,"(91999,2249)","(112016,3015)","(125684,5006)","(130019,5155)","(124977,8942)","(108643,10798)"
False,76.305,16.571,15,"(91999,2249)","(112016,3015)","(125684,5006)","(130019,5155)","(124977,8942)","(108643,10798)"
False,76.302,16.571,20,"(77104,1296)","(109878,5192)","(124119,7195)","(120946,9676)","(89758,13320)","(76380,14448)"
True,76.301,16.571,17,"(126227,2598)","(80986,4304)","(106456,6973)","(93515,10371)","(121792,10907)","(129413,25119)"
True,76.301,16.571,17,"(126227,2598)","(80986,4304)","(106456,6973)","(93515,10371)","(121792,10907)","(129413,25119)"
False,76.3,16.571,10,"(103702,787)","(127304,9825)","(116189,10356)","(97714,30237)","(119720,40504)","(117732,44091)"
True,76.3,16.571,18,"(89718,554)","(89039,1589)","(121382,2222)","(120709,4105)","(126419,7724)","(102817,12569)"
True,76.3,16.571,18,"(89718,554)","(89039,1589)","(121382,2222)","(120709,4105)","(126419,7724)","(102817,12569)"
True,76.298,16.571,15,"(111106,7198)","(111512,11188)","(97806,14453)","(109392,15654)","(129859,18654)","(109980,21581)"
False,76.299,16.571,18,"(96703,1530)","(90018,8053)","(123940,18301)","(102873,18942)","(126586,20503)","(114956,21704)"
False,76.299,16.571,18,"(96703,1530)","(90018,8053)","(123940,18301)","(102873,18942)","(126586,20503)","(114956,21704)"
True,76.301,16.571,14,"(104522,10657)","(109891,10772)","(102425,16389)","(97877,19000)","(62513,19938)","(119876,21164)"
True,76.301,16.571,14,"(104522,10657)","(109891,10772)","(102425,16389)","(97877,19000)","(62513,19938)","(119876,21164)"
True,76.301,16.571,14,"(117492,1814)","(112800,2273)","(92926,3174)","(103923,3569)","(104034,6337)","(128435,11364)"
True,76.303,16.571,16,"(120180,468)","(121668,6547)","(126096,10036)","(108251,14445)","(109958,19645)","(107145,21836)"
True,76.303,16.571,16,"(120180,468)","(121668,6547)","(126096,10036)","(108251,14445)","(109958,19645)","(107145,21836)"
True,76.305,16.571,13,"(109363,1781)","(83642,2748)","(90918,12565)","(97966,13106)","(123159,20960)","(89713,30492)"
True,76.306,16.571,17,"(100028,1895)","(117713,6132)","(95555,8715)","(102186,18476)","(94451,18519)","(85987,20052)"
True,76.306,16.571,17,"(100028,1895)","(117713,6132)","(95555,8715)","(102186,18476)","(94451,18519)","(85987,20052)"
True,76.309,16.571,10,"(125070,5862)","(76956,11719)","(116348,18336)","(99985,18628)","(100274,20734)","(108017,32296)"
True,76.311,16.571,10,"(127843,2963)","(76715,15004)","(106126,17703)","(104392,20858)","(104607,22701)","(101284,23670)"
True,76.311,16.571,10,"(127843,2963)","(76715,15004)","(106126,17703)","(104392,20858)","(104607,22701)","(101284,23670)"
True,76.311,16.571,10,"(127843,2963)","(76715,15004)","(106126,17703)","(104392,20858)","(104607,22701)","(101284,23670)"
True,76.311,16.571,10,"(127843,2963)","(76715,15004)","(106126,17703)","(104392,20858)","(104607,22701)","(101284,23670)"
True,76.311,16.571,13,"(129707,1506)","(114169,14508)","(93313,17196)","(104791,33680)","(116720,33555)","(119658,42242)"
True,76.314,16.571,19,"(82518,6065)","(119555,9260)","(96039,11109)","(113402,13024)","(112532,14738)","(120469,15040)"
True,76.314,16.571,19,"(82518,6065)","(119555,9260)","(96039,11109)","(113402,13024)","(112532,14738)","(120469,15040)"
True,76.314,16.571,19,"(82518,6065)","(119555,9260)","(96039,11109)","(113402,13024)","(112532,14738)","(120469,15040)"
False,76.313,16.571,15,"(91614,5446)","(125001,10695)","(96903,13752)","(99263,13706)","(117254,18399)","(90958,18742)"
False,76.314,16.571,15,"(96730,1086)","(122001,1416)","(111673,3748)","(128375,13934)","(88566,14040)","(127824,18505)"
False,76.314,16.571,15,"(96730,1086)","(122001,1416)","(111673,3748)","(128375,13934)","(88566,14040)","(127824,18505)"
True,76.313,16.571,16,"(99811,2473)","(107925,4780)","(125413,8858)","(116045,13156)","(103407,19637)","(116869,21157)"
True,76.313,16.571,10,"(100341,356)","(102315,19244)","(117455,32453)","(113164,49780)","(122707,50517)","(81915,62120)"
True,76.313,16.571,10,"(100341,356)","(102315,19244)","(117455,32453)","(113164,49780)","(122707,50517)","(81915,62120)"
False,76.312,16.571,15,"(126400,4127)","(91093,13924)","(87037,14040)","(102346,19532)","(90942,20046)","(123252,36501)"
True,76.311,16.571,13,"(90505,2604)","(107650,4362)","(84694,8511)","(83296,8896)","(125833,16347)","(119478,20806)"
True,76.311,16.571,13,"(90505,2604)","(107650,4362)","(84694,8511)","(83296,8896)","(125833,16347)","(119478,20806)"
True,76.309,16.571,16,"(85987,2578)","(88307,6004)","(99466,6154)","(102248,15706)","(101613,16352)","(107121,19665)"
True,76.308,16.571,16,"(124152,5571)","(103297,6551)","(127613,6840)","(107435,14699)","(119886,19454)","(1111,19756)"
True,76.308,16.571,16,"(124152,5571)","(103297,6551)","(127613,6840)","(107435,14699)","(119886,19454)","(1111,19756)"
True,76.305,16.571,19,"(106222,8514)","(102642,12551)","(121446,13618)","(129224,14379)","(107624,16441)","(89025,18426)"
True,76.304,16.571,21,"(123915,1348)","(92479,2775)","(103920,5329)","(125341,5569)","(118347,10898)","(98913,13721)"
True,76.304,16.571,21,"(123915,1348)","(92479,2775)","(103920,5329)","(125341,5569)","(118347,10898)","(98913,13721)"
False,76.301,16.571,15,"(117845,2080)","(106325,6379)","(106587,7140)","(124276,13922)","(114738,20669)","(112868,22399)"
False,76.3,16.571,18,"(118541,3976)","(127004,4427)","(112740,9733)","(122824,12833)","(123410,15755)","(95450,19869)"
False,76.3,16.571,18,"(118541,3976)","(127004,4427)","(112740,9733)","(122824,12833)","(123410,15755)","(95450,19869)"
True,76.3,16.571,18,"(109114,5364)","(120152,5584)","(109020,9339)","(104657,12170)","(110033,12309)","(111212,13428)"
True,76.3,16.571,15,"(107604,7151)","(126874,13697)","(105496,19404)","(99664,20615)","(107085,22028)","(93295,24801)"
True,76.3,16.571,15,"(107604,7151)","(126874,13697)","(105496,19404)","(99664,20615)","(107085,22028)","(93295,24801)"
True,76.299,16.571,18,"(115504,1349)","(116274,3454)","(108391,3777)","(96419,9872)","(117342,10739)","(125654,10749)"
True,76.301,16.571,15,"(112292,3473)","(117047,4107)","(113223,8152)","(92648,8200)","(110545,13797)","(110258,15247)"
True,76.301,16.571,15,"(112292,3473)","(117047,4107)","(113223,8152)","(92648,8200)","(110545,13797)","(110258,15247)"
True,76.3,16.571,15,"(83763,3267)","(99428,5392)","(95876,17882)","(127233,19360)","(113642,21353)","(117583,22969)"
True,76.301,16.571,15,"(124302,10651)","(127328,24308)","(129401,24551)","(120373,32119)","(91731,33168)","(129919,43500)"
True,76.301,16.571,15,"(124302,10651)","(127328,24308)","(129401,24551)","(120373,32119)","(91731,33168)","(129919,43500)"
False,76.302,16.571,9,"(110204,13998)","(101864,16235)","(121979,26271)","(2449,26945)","(127350,32680)","(120435,42541)"
False,76.305,16.571,15,"(130070,5540)","(115387,7867)","(109133,11463)","(57677,12033)","(101141,13878)","(115680,14986)"
False,76.305,16.571,15,"(130070,5540)","(115387,7867)","(109133,11463)","(57677,12033)","(101141,13878)","(115680,14986)"
False,76.306,16.571,20,"(103734,4632)","(102603,5411)","(98221,6367)","(119730,13657)","(91224,15669)","(113151,18327)"
False,76.307,16.571,13,"(89587,3727)","(114976,7334)","(100992,8656)","(102770,9381)","(87492,10999)","(118730,13387)"
False,76.307,16.571,13,"(89587,3727)","(114976,7334)","(100992,8656)","(102770,9381)","(87492,10999)","(118730,13387)"
True,76.31,16.571,16,"(109972,7097)","(112877,10125)","(106147,18338)","(127109,18309)","(89796,19300)","(93376,25168)"
False,76.311,16.571,16,"(108808,2854)","(109801,9206)","(90499,9753)","(70849,14619)","(113166,19329)","(93099,19716)"
False,76.311,16.571,16,"(108808,2854)","(109801,9206)","(90499,9753)","(70849,14619)","(113166,19329)","(93099,19716)"
False,76.312,16.571,17,"(101577,12538)","(120939,14363)","(129898,16317)","(125089,17560)","(99616,18052)","(123564,21445)"
True,76.314,16.571,13,"(91757,8557)","(115546,13521)","(117357,13816)","(105725,18645)","(107092,38839)","(124306,40619)"
True,76.314,16.571,13,"(91757,8557)","(115546,13521)","(117357,13816)","(105725,18645)","(107092,38839)","(124306,40619)"
True,76.313,16.571,14,"(79285,2712)","(110179,10152)","(125812,13093)","(123746,20627)","(115013,27578)","(68193,30054)"
False,76.313,16.571,21,"(103947,1682)","(123423,6395)","(94910,9846)","(110935,10184)","(110553,10942)","(106829,12868)"
False,76.313,16.571,21,"(103947,1682)","(123423,6395)","(94910,9846)","(110935,10184)","(110553,10942)","(106829,12868)"
True,76.313,16.571,13,"(122623,8534)","(90917,9249)","(116623,21577)","(107978,24868)","(98773,25254)","(121499,38062)"
True,76.312,16.571,19,"(104236,6309)","(99079,8573)","(114646,8635)","(97591,9156)","(127810,9582)","(90450,20764)"
True,76.312,16.571,19,"(104236,6309)","(99079,8573)","(114646,8635)","(97591,9156)","(127810,9582)","(90450,20764)"
True,76.311,16.571,21,"(123759,536)","(121715,1065)","(107122,3632)","(103388,4270)","(116964,6538)","(127940,7231)"
False,76.31,16.571,14,"(110723,1562)","(107158,13726)","(97637,14309)","(92310,15301)","(118678,16976)","(101200,18959)"
False,76.31,16.571,14,"(110723,1562)","(107158,13726)","(97637,14309)","(92310,15301)","(118678,16976)","(101200,18959)"
True,76.308,16.571,14,"(92221,1641)","(85861,10534)","(125164,14272)","(104823,17836)","(125452,23018)","(119829,26044)"
True,76.306,16.571,18,"(95233,1561)","(97230,4795)","(127478,5829)","(127291,8337)","(112169,8526)","(109396,12155)"
True,76.306,16.571,18,"(95233,1561)","(97230,4795)","(127478,5829)","(127291,8337)","(112169,8526)","(109396,12155)"
True,76.304,16.571,14,"(113483,2221)","(86487,9095)","(115432,9364)","(113850,11360)","(110978,12723)","(123248,17981)"
False,76.302,16.571,20,"(95001,898)","(107555,4141)","(104560,4581)","(87710,6525)","(111907,8328)","(98120,9456)"
False,76.302,16.571,20,"(95001,898)","(107555,4141)","(104560,4581)","(87710,6525)","(111907,8328)","(98120,9456)"
False,76.301,16.571,13,"(95149,5979)","(119891,9903)","(127684,21569)","(110588,29547)","(129614,31210)","(113675,34910)"
True,76.301,16.571,14,"(122152,1920)","(93188,2268)","(104639,4110)","(121910,10489)","(97848,14437)","(108810,16984)"
True,76.301,16.571,14,"(122152,1920)","(93188,2268)","(104639,4110)","(121910,10489)","(97848,14437)","(108810,16984)"
True,76.3,16.571,23,"(111882,11572)","(112684,11782)","(128402,11774)","(99279,12711)","(104807,15432)","(107076,16271)"
True,76.3,16.571,16,"(102093,3652)","(96791,10475)","(103694,14106)","(114613,18417)","(84375,19267)","(121479,25889)"
True,76.3,16.571,16,"(102093,3652)","(96791,10475)","(103694,14106)","(114613,18417)","(84375,19267)","(121479,25889)"
True,76.3,16.571,19,"(119455,353)","(113929,7484)","(102666,13849)","(127446,14341)","(110657,15407)","(117276,15730)"
True,76.3,16.571,18,"(85635,3495)","(122069,7336)","(102790,10888)","(128165,11980)","(124646,19185)","(114184,26899)"
True,76.3,16.571,18,"(85635,3495)","(122069,7336)","(102790,10888)","(128165,11980)","(124646,19185)","(114184,26899)"
False,76.301,16.571,13,"(105681,1039)","(108692,2398)","(109935,5219)","(103231,9108)","(103187,13280)","(100008,18888)"
False,76.302,16.571,15,"(129374,1735)","(122346,3097)","(128644,4048)","(80151,11535)","(110222,13969)","(119189,17086)"
False,76.302,16.571,15,"(129374,1735)","(122346,3097)","(128644,4048)","(80151,11535)","(110222,13969)","(119189,17086)"
False,76.303,16.571,18,"(129361,2427)","(109005,5880)","(99632,6674)","(100587,8295)","(101865,10169)","(127530,10885)"
True,76.304,16.571,11,"(124941,9504)","(89249,12419)","(75218,16159)","(98201,29723)","(116489,34404)","(118347,47415)"
True,76.304,16.571,11,"(124941,9504)","(89249,12419)","(75218,16159)","(98201,29723)","(116489,34404)","(118347,47415)"
True,76.306,16.571,11,"(118722,3821)","(125025,13559)","(122129,13901)","(106860,25842)","(111205,46217)","(109693,54853)"
False,76.309,16.571,17,"(113919,2204)","(125211,4863)","(121217,10271)","(75235,11115)","(122581,17082)","(103231,18961)"
False,76.309,16.571,17,"(113919,2204)","(125211,4863)","(121217,10271)","(75235,11115)","(122581,17082)","(103231,18961)"
True,76.31,16.571,24,"(86349,2080)","(93298,2814)","(129614,5067)","(87200,5720)","(121669,6849)","(122353,8219)"
True,76.311,16.571,13,"(129950,1603)","(112839,14711)","(94304,15500)","(120477,15763)","(87835,19378)","(97409,21007)"
True,76.311,16.571,13,"(129950,1603)","(112839,14711)","(94304,15500)","(120477,15763)","(87835,19378)","(97409,21007)"
True,76.312,16.571,21,"(97115,1902)","(126028,1745)","(125075,2586)","(125479,3005)","(114833,10613)","(100553,12904)"
True,76.313,16.571,18,"(127900,884)","(111897,3308)","(111279,7718)","(103069,8326)","(107101,9459)","(111715,22155)"
True,76.313,16.571,18,"(127900,884)","(111897,3308)","(111279,7718)","(103069,8326)","(107101,9459)","(111715,22155)"
True,76.313,16.571,14,"(94068,4683)","(65929,8750)","(115663,18045)","(101338,19974)","(111482,22048)","(118154,27398)"
False,76.312,16.571,19,"(86085,1209)","(112551,2673)","(123440,6418)","(102541,14481)","(103902,15675)","(112819,20017)"
False,76.312,16.571,19,"(86085,1209)","(112551,2673)","(123440,6418)","(102541,14481)","(103902,15675)","(112819,20017)"
True,76.312,16.571,21,"(125880,1764)","(116350,2871)","(87118,3028)","(122996,7670)","(114439,10067)","(117997,10109)"
True,76.311,16.571,12,"(108294,3623)","(104189,6195)","(114812,15092)","(122222,20285)","(100630,24882)","(102202,37304)"
True,76.311,16.571,12,"(108294,3623)","(104189,6195)","(114812,15092)","(122222,20285)","(100630,24882)","(102202,37304)"
False,76.31,16.571,16,"(83898,3860)","(115870,6562)","(116367,10697)","(111055,12022)","(122548,12529)","(120772,15450)"
True,76.309,16.571,20,"(86322,1533)","(110519,12347)","(91112,17126)","(114976,16951)","(122849,18123)","(111300,19354)"
True,76.309,16.571,20,"(86322,1533)","(110519,12347)","(91112,17126)","(114976,16951)","(122849,18123)","(111300,19354)"
True,76.308,16.571,25,"(111261,2303)","(117353,2602)","(110657,3261)","(103192,5372)","(128423,5434)","(90164,5865)"
True,76.305,16.571,13,"(101364,1193)","(98466,4400)","(115687,11308)","(86123,11608)","(106938,13318)","(104011,14618)"
True,76.305,16.571,13,"(101364,1193)","(98466,4400)","(115687,11308)","(86123,11608)","(106938,13318)","(104011,14618)"
False,76.304,16.571,15,"(117630,3346)","(117494,4072)","(109221,5897)","(103374,15625)","(128529,15675)","(101813,20603)"
False,76.302,16.571,19,"(100794,1717)","(88584,4106)","(127936,6230)","(89087,10073)","(110396,9872)","(124906,23740)"
False,76.302,16.571,19,"(100794,1717)","(88584,4106)","(127936,6230)","(89087,10073)","(110396,9872)","(124906,23740)"
True,76.3,16.571,15,"(100438,3856)","(120440,11670)","(127509,14870)","(119514,15114)","(121835,16559)","(100246,18720)"
True,76.299,16.571,13,"(107659,9401)","(106020,12399)","(80099,16972)","(114584,21728)","(130259,27212)","(120211,28906)"
True,76.299,16.571,13,"(107659,9401)","(106020,12399)","(80099,16972)","(114584,21728)","(130259,27212)","(120211,28906)"
True,76.3,16.571,18,"(85767,2673)","(118734,4645)","(114002,4828)","(121289,6422)","(127969,10867)","(108888,11626)"
False,76.3,16.571,17,"(114665,12816)","(124804,14391)","(113433,17710)","(92634,19518)","(125477,24579)","(125878,25244)"
